Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1976,Graduation,Divorced,184708.8,0,0,88,0,0,0,0,6,4,1,1,1,1,0,0,0,0,0,0,0,2014,7,38,2,Wednesday,1,0,0,0,5
1972,PhD,Together,39470.4,1,0,85,2,3,0,3,31,3,15,2,1,2,8,0,0,0,0,0,0,2014,5,42,25,Sunday,1,0,0,0,4
1962,Graduation,Single,68509.2,0,0,7,1,7,3,7,469,8,64,7,0,37,5,0,0,0,0,1,0,2014,6,52,15,Sunday,1,0,0,0,5
1967,Master,Single,52147.2,0,1,7,3,5,1,8,280,14,68,25,7,7,5,0,0,0,0,0,0,2013,3,46,26,Tuesday,1,0,0,0,3
1997,Secondary,Married,9000.0,0,0,31,3,3,1,3,8,21,14,15,22,50,9,0,0,0,0,0,0,2012,9,15,11,Tuesday,1,0,0,0,2
1961,PhD,Divorced,60733.2,0,1,105,6,4,5,7,464,3,24,6,0,4,6,0,1,0,0,0,0,2012,4,51,10,Tuesday,1,0,0,0,4
1982,Secondary,Married,61333.2,1,1,90,2,2,0,3,27,3,19,6,5,3,6,0,0,0,0,0,0,2014,6,32,19,Thursday,1,0,0,0,2
1973,Secondary,Married,29860.8,1,0,39,1,0,0,3,8,9,7,0,0,3,7,0,0,0,0,0,0,2012,11,39,29,Thursday,1,0,0,0,2
1972,Master,Divorced,51402.0,1,1,71,7,6,6,4,384,7,93,12,9,98,6,0,0,0,0,0,0,2013,6,41,30,Sunday,1,0,0,0,3
1973,Graduation,Married,40346.4,1,1,29,3,2,0,4,44,4,22,3,4,12,7,0,0,0,0,0,0,2013,4,40,13,Saturday,1,0,0,0,5
1964,Graduation,Single,41252.4,0,1,62,2,2,2,2,67,3,22,3,1,26,7,0,0,0,0,0,0,2013,1,49,19,Saturday,1,0,0,0,5
1967,Graduation,Single,103629.6,1,1,85,4,5,3,6,962,50,494,82,47,95,8,0,0,0,0,0,0,2012,8,45,8,Wednesday,1,0,0,0,5
1982,PhD,Married,69951.59999999999,1,0,101,5,5,3,6,178,46,118,46,27,15,5,0,0,0,0,0,0,2014,1,32,19,Sunday,1,0,0,0,4
1957,Secondary,Married,63876.0,0,1,93,4,5,2,12,181,75,98,136,21,229,5,0,0,0,0,0,0,2012,3,55,8,Thursday,1,0,0,0,2
1988,Graduation,Together,26920.8,1,0,32,2,2,0,3,9,15,11,3,13,15,8,0,0,0,0,0,0,2013,2,25,13,Wednesday,1,0,0,0,5
1960,Graduation,Married,63784.8,0,1,57,1,3,1,4,134,3,21,0,1,7,4,0,0,0,0,0,0,2014,9,54,6,Saturday,1,0,0,0,5
1944,Master,Widow,94957.31270202814,0,0,82,1,5,5,11,537,129,490,164,126,126,1,0,0,1,0,0,0,2013,10,69,30,Wednesday,1,0,0,0,3
1979,PhD,Married,45260.4,1,0,38,1,1,0,2,14,3,6,4,1,5,9,0,0,0,0,0,0,2012,11,33,23,Friday,1,0,0,0,4
1970,PhD,Married,66254.4,0,1,72,3,4,2,11,1108,3,45,0,0,34,8,0,1,0,0,1,0,2012,11,42,23,Friday,1,0,0,0,4
1974,Basic,Married,22773.6,1,0,48,1,1,0,3,7,11,1,4,7,15,8,0,0,0,0,0,0,2012,11,38,12,Monday,1,0,0,0,1
1990,Graduation,Single,36334.8,1,0,20,1,1,0,3,15,7,14,4,4,1,8,0,0,0,0,0,0,2012,12,22,30,Sunday,1,0,0,0,5
1982,Secondary,Married,67604.4,1,1,32,5,8,5,4,354,19,144,28,5,182,8,1,0,0,1,0,0,2013,3,31,27,Wednesday,1,0,0,0,2
1977,Secondary,Together,32288.4,1,1,17,2,1,0,3,14,4,7,0,3,2,7,0,0,0,0,0,0,2013,8,36,20,Tuesday,1,0,0,0,2
1977,Graduation,Married,6366.0,0,1,19,0,1,0,0,17,7,7,1,3,5,13,0,0,0,0,0,0,2013,7,36,30,Tuesday,1,0,0,1,5
1981,Graduation,Divorced,98042.4,0,0,105,1,7,7,12,568,53,774,28,31,187,3,0,0,0,0,0,0,2012,9,31,23,Sunday,1,0,0,0,5
1968,Graduation,Divorced,82491.59999999999,0,0,88,1,11,5,13,1137,137,384,175,134,115,7,0,0,0,0,0,0,2012,8,44,30,Thursday,1,0,0,0,5
1985,Graduation,Together,42235.2,1,0,75,6,6,1,5,80,15,141,43,39,187,8,0,0,0,0,0,0,2012,11,27,13,Tuesday,1,0,0,0,5
1985,Graduation,Together,28771.2,1,0,75,3,3,1,3,19,4,21,2,3,25,7,0,0,0,0,0,0,2013,12,28,27,Friday,1,0,0,0,5
1959,Master,Single,90184.8,0,1,86,1,6,3,6,548,13,205,160,143,82,3,0,0,0,0,0,0,2012,4,53,9,Monday,1,0,0,0,3
1972,Master,Together,96687.6,0,0,92,1,4,6,13,834,141,430,60,92,15,2,0,0,0,0,0,0,2012,10,40,14,Sunday,1,0,0,0,3
1977,Master,Single,85071.59999999999,0,0,49,1,6,6,10,773,47,561,77,44,14,3,0,0,0,0,0,0,2013,6,36,2,Sunday,1,0,0,0,3
1967,Master,Married,59526.0,0,0,72,1,2,1,4,47,19,29,12,20,8,3,0,0,0,0,0,0,2014,6,47,21,Saturday,1,0,0,0,3
1955,PhD,Married,69292.8,0,1,98,2,9,1,4,355,6,39,0,0,19,8,0,0,0,0,0,0,2013,12,58,11,Wednesday,1,0,0,0,4
1970,Graduation,Together,89901.59999999998,0,0,85,1,5,9,6,977,62,913,25,19,59,3,0,0,1,0,0,0,2013,12,43,3,Tuesday,1,0,0,0,5
1982,Master,Married,44350.8,1,0,63,2,2,0,3,30,9,25,6,0,0,8,0,0,0,0,0,0,2013,2,31,10,Sunday,1,0,0,0,3
1984,PhD,Married,110989.2,0,0,78,1,7,5,12,984,47,935,29,25,22,3,0,1,1,1,0,0,2013,1,29,5,Saturday,1,0,0,0,4
1972,Graduation,Single,70020.0,0,1,12,4,8,3,12,498,29,206,116,80,80,6,0,0,0,0,0,0,2013,4,41,1,Monday,1,0,0,0,5
1958,Graduation,Widow,78583.2,0,1,36,1,4,2,10,250,22,125,37,67,14,2,0,0,0,0,0,0,2014,12,56,5,Friday,1,0,0,0,5
1955,Graduation,Married,75384.0,0,0,58,1,3,4,6,403,64,265,138,61,53,1,0,0,0,0,0,0,2013,11,58,5,Tuesday,1,0,0,0,5
1956,Graduation,Married,96474.0,0,0,69,1,6,5,12,450,28,706,80,76,48,2,0,0,0,1,0,0,2013,11,57,23,Saturday,1,0,0,0,5
1969,Graduation,Married,76760.4,0,1,64,3,4,4,12,392,87,141,73,35,162,2,0,0,0,0,0,0,2013,9,44,8,Sunday,1,0,0,0,5
1981,Secondary,Together,30156.0,1,0,17,2,2,0,3,7,8,7,0,18,18,7,0,0,0,0,0,0,2013,2,32,10,Sunday,1,0,0,0,2
1986,Graduation,Married,25626.0,1,0,12,2,2,1,2,10,16,14,0,5,31,6,1,0,0,0,0,0,2013,8,27,20,Tuesday,1,0,0,0,5
1972,Graduation,Together,86182.8,0,1,77,3,3,3,5,1229,31,140,0,14,168,6,0,1,1,0,0,0,2013,8,41,28,Wednesday,1,0,0,0,5
1969,Secondary,Married,58782.0,0,1,20,1,1,1,3,24,16,18,10,7,8,3,0,0,0,0,0,0,2013,5,44,7,Tuesday,1,0,0,0,2
1976,Graduation,Married,73747.2,0,1,54,4,6,10,13,568,79,384,84,192,89,4,0,0,0,0,0,0,2013,3,37,27,Wednesday,1,0,0,0,5
1969,PhD,Together,48847.2,2,1,44,4,3,0,4,64,3,11,4,2,5,7,0,0,0,0,0,0,2013,1,44,17,Thursday,1,0,0,0,4
1951,PhD,Together,60739.2,0,1,78,1,1,1,4,35,5,25,0,1,9,2,0,0,0,0,0,0,2014,4,63,13,Sunday,1,0,0,0,4
1981,Secondary,Together,17418.0,1,0,78,4,2,2,3,11,7,9,6,36,35,7,0,0,0,0,0,0,2012,9,31,11,Tuesday,1,0,0,0,2
1980,Graduation,Single,72182.4,0,1,13,1,6,4,12,330,86,300,86,58,91,3,0,0,0,0,0,0,2013,3,33,28,Thursday,1,0,0,0,5
1964,Graduation,Together,92671.2,0,1,36,2,6,8,12,636,46,239,128,76,21,3,0,0,0,0,0,0,2014,2,50,28,Friday,1,0,0,0,5
1972,Graduation,Married,77754.0,0,1,30,3,3,3,12,417,8,119,38,29,77,2,0,0,0,0,0,0,2013,1,41,17,Thursday,1,0,0,0,5
1986,Secondary,Single,40574.4,1,0,93,2,2,1,3,9,20,19,30,24,39,6,0,0,0,0,0,0,2012,3,26,11,Sunday,1,0,0,0,2
1968,Graduation,Together,78932.4,0,0,94,1,2,8,6,570,35,435,28,32,54,1,0,0,0,0,0,0,2013,12,45,19,Thursday,1,0,0,0,5
1952,Master,Single,59266.8,1,1,62,1,2,0,3,45,3,19,2,1,3,7,0,0,0,0,0,0,2013,8,61,29,Thursday,1,0,0,0,3
1967,PhD,Married,69246.0,0,1,21,3,8,1,6,388,3,53,6,4,40,6,0,0,0,0,0,0,2014,11,47,1,Saturday,1,0,0,0,4
1968,Graduation,Together,80190.0,0,0,80,1,4,5,6,248,104,405,29,40,40,2,0,0,0,0,0,0,2013,7,45,14,Sunday,1,0,0,0,5
1963,Master,Single,86660.4,0,0,100,1,3,10,8,821,45,450,55,56,154,2,0,0,0,0,0,0,2013,10,50,4,Friday,1,0,0,0,3
1963,Graduation,Divorced,45430.8,1,2,82,2,1,0,3,27,4,8,2,1,2,8,0,0,0,0,0,0,2013,12,50,1,Sunday,1,0,0,0,5
1988,Graduation,Married,30654.0,1,0,42,3,2,2,3,37,4,64,16,12,85,6,0,0,0,0,0,0,2012,8,24,9,Thursday,1,0,0,0,5
1972,PhD,Divorced,78969.59999999999,1,1,8,3,5,1,5,160,10,80,13,7,10,6,0,0,0,0,0,0,2014,5,42,30,Friday,1,0,0,0,4
1956,PhD,Together,55218.0,1,1,32,1,1,0,3,43,3,2,0,0,6,7,1,0,0,0,1,0,2014,4,58,13,Sunday,1,0,0,0,4
1954,Master,Widow,101943.6,0,0,80,1,3,10,4,172,51,602,63,72,72,2,0,1,1,1,0,0,2013,3,59,6,Wednesday,1,0,0,0,3
1968,Graduation,Divorced,92378.4,0,0,26,1,8,3,4,469,154,292,65,60,30,4,0,0,1,0,0,0,2014,2,46,15,Saturday,1,0,0,0,5
1980,Master,Married,48794.4,1,0,7,2,2,1,3,45,5,23,0,4,23,4,0,0,0,0,0,0,2013,3,33,15,Friday,1,0,0,0,3
1985,PhD,Married,45810.0,1,0,13,3,3,1,4,75,9,69,2,3,3,7,0,0,0,0,0,0,2013,9,28,23,Monday,1,0,0,0,4
1972,Graduation,Divorced,49021.2,1,1,70,1,1,1,2,28,4,7,0,4,24,7,0,0,0,0,0,0,2013,2,41,21,Thursday,1,0,0,0,5
1988,PhD,Single,50400.0,0,0,30,2,5,2,11,129,86,267,85,59,35,5,0,0,0,0,0,0,2013,10,25,1,Tuesday,1,0,0,0,4
1962,Secondary,Widow,71020.8,0,1,13,3,6,6,12,346,145,113,259,151,66,5,0,0,0,0,0,0,2012,9,50,9,Sunday,1,0,0,0,2
1965,PhD,Married,38023.2,1,1,38,2,1,0,3,16,3,5,0,0,1,6,0,0,0,0,0,0,2014,5,49,6,Tuesday,1,0,0,0,4
1978,Graduation,Married,65770.8,1,1,7,4,2,1,5,68,9,57,13,13,22,4,0,0,0,0,0,0,2013,11,35,9,Saturday,1,0,0,0,5
1967,Basic,Together,27160.8,0,0,54,1,2,1,2,7,26,11,8,6,46,8,0,0,0,0,0,0,2013,1,46,16,Wednesday,1,0,0,0,1
1978,Graduation,Together,56317.2,2,1,101,2,1,1,3,46,3,17,3,1,16,3,0,0,0,0,0,0,2014,4,36,24,Thursday,1,0,0,0,5
1973,Graduation,Together,37908.0,1,0,47,1,1,0,3,11,5,15,6,6,3,8,0,0,0,0,0,0,2013,6,40,18,Tuesday,1,0,0,0,5
1954,PhD,Divorced,44348.4,1,1,50,4,3,2,2,105,5,16,2,1,31,9,0,0,0,0,0,0,2012,6,58,9,Saturday,1,0,0,0,4
1953,Secondary,Widow,34148.4,0,0,103,1,4,1,4,29,4,108,29,29,14,8,0,0,0,0,0,0,2012,10,59,28,Sunday,1,0,0,0,2
1953,PhD,Together,73212.0,0,1,64,2,8,5,11,893,3,57,0,0,76,5,0,0,0,0,0,0,2012,9,59,10,Monday,1,0,0,0,4
1977,Graduation,Divorced,77870.4,0,1,84,2,6,4,12,532,27,230,32,24,65,4,0,0,0,0,0,0,2014,5,37,29,Thursday,1,0,0,0,5
1963,PhD,Single,63116.4,0,1,76,3,6,3,8,497,3,37,7,0,42,5,0,0,0,0,0,0,2014,7,51,5,Saturday,1,0,0,0,4
1981,Master,Divorced,94546.8,0,0,19,1,4,6,5,672,53,850,21,83,83,2,0,0,0,0,0,0,2012,8,31,8,Wednesday,1,0,0,0,3
1967,PhD,Together,37011.6,1,1,50,2,1,1,2,29,3,2,0,0,9,5,1,0,0,0,0,0,2014,5,47,26,Monday,1,0,0,0,4
1957,Master,Single,77828.4,0,0,85,1,7,5,10,561,17,717,210,0,43,4,0,0,0,0,0,0,2012,11,55,23,Friday,1,0,0,0,3
1977,Graduation,Married,16348.8,1,0,100,2,2,0,3,15,5,15,2,1,6,6,0,0,0,0,0,0,2013,1,36,20,Sunday,1,0,0,0,5
1984,PhD,Together,26208.0,1,0,87,1,1,0,3,22,3,9,0,0,1,9,0,0,0,0,0,0,2013,7,29,21,Sunday,1,0,0,0,4
1977,PhD,Divorced,79771.2,0,1,106,2,5,2,11,377,21,126,47,48,78,4,0,0,0,0,0,0,2013,7,36,3,Wednesday,1,0,0,0,4
1973,Graduation,Married,83050.8,0,0,11,2,5,3,6,501,35,849,229,48,128,4,0,0,0,1,0,0,2012,9,39,17,Monday,1,0,0,0,5
1977,Graduation,Single,24216.0,0,0,34,1,2,1,4,23,45,24,15,20,18,7,0,0,0,0,0,0,2013,2,36,20,Wednesday,1,0,0,0,5
1971,Graduation,Together,45840.0,1,1,26,1,1,0,2,17,3,4,0,0,1,7,0,0,0,0,0,0,2012,7,41,12,Thursday,1,0,0,0,5
1951,PhD,Together,62588.4,0,1,55,2,3,2,5,194,5,29,3,2,40,4,0,0,0,0,0,0,2014,7,63,6,Sunday,1,0,0,0,4
1956,PhD,Married,46470.0,1,1,59,2,1,0,4,36,3,6,2,1,5,4,0,0,0,0,0,0,2014,10,58,5,Sunday,1,0,0,0,4
1983,Secondary,Together,70298.4,0,1,22,2,9,2,9,407,38,106,101,77,42,5,0,1,0,0,0,0,2013,9,30,28,Saturday,1,0,0,0,2
1947,Graduation,Together,45312.0,0,0,27,2,4,1,6,89,8,38,150,12,28,7,0,0,0,0,0,0,2012,8,65,31,Friday,1,0,0,0,5
1954,Master,Married,65217.6,1,1,58,2,2,0,4,75,3,16,0,0,4,6,0,0,0,0,0,0,2014,8,60,6,Wednesday,1,0,0,0,3
1960,Secondary,Married,32264.4,0,1,34,1,1,0,3,11,10,4,3,4,6,6,0,0,0,0,0,0,2013,10,53,2,Wednesday,1,0,0,0,2
1976,Graduation,Married,55378.8,0,1,43,5,5,1,7,259,9,71,4,0,27,5,0,0,0,0,0,0,2013,11,37,29,Friday,1,0,0,0,5
1980,Secondary,Together,9000.0,1,0,14,4,3,2,2,7,11,11,3,8,21,7,0,0,0,0,0,0,2013,7,33,5,Friday,1,0,0,0,2
1983,Secondary,Single,88939.2,0,0,60,1,4,4,10,876,114,704,145,55,166,2,0,1,0,0,0,0,2013,12,30,30,Monday,1,0,0,0,2
1961,Secondary,Widow,56134.8,1,1,62,1,0,1,2,17,4,3,0,0,7,4,0,0,0,0,0,0,2013,12,52,7,Saturday,1,0,0,0,2
1975,Graduation,Divorced,123230.4,0,0,12,1,6,9,13,173,151,444,32,172,148,2,0,1,1,1,1,0,2013,5,38,4,Saturday,1,0,0,0,5
1979,Basic,Together,29858.4,1,0,59,1,1,1,2,6,7,10,29,0,36,6,1,0,0,0,0,0,2012,9,33,9,Sunday,1,0,0,0,1
1962,Graduation,Married,59613.6,0,1,88,2,6,2,4,234,8,56,3,2,20,7,0,0,0,0,0,0,2013,2,51,2,Saturday,1,0,0,0,5
1982,Master,Together,50425.2,1,0,41,5,10,1,6,398,8,136,7,5,27,9,1,0,0,0,0,0,2012,8,30,31,Friday,1,0,0,0,3
1961,Graduation,Together,94161.6,0,0,36,1,10,7,10,439,25,388,104,22,34,4,0,0,0,1,0,0,2014,9,53,4,Thursday,1,0,0,0,5
1976,Graduation,Together,67096.8,0,1,39,4,11,6,8,389,63,364,119,101,232,7,0,0,0,0,0,0,2013,4,37,29,Monday,1,0,0,0,5
1974,Graduation,Widow,50914.8,0,1,106,2,1,1,3,60,3,6,2,0,4,5,0,0,0,0,0,0,2014,11,40,2,Sunday,1,0,0,0,5
1977,PhD,Married,61980.0,0,1,88,1,4,1,4,157,6,22,2,5,7,5,0,0,0,0,0,0,2014,11,37,5,Wednesday,1,0,0,0,4
1957,Secondary,Together,70585.2,0,1,51,1,9,2,9,518,17,154,19,0,28,6,0,0,0,0,0,0,2013,12,56,10,Tuesday,1,0,0,0,2
1979,Graduation,Divorced,66675.59999999999,0,1,29,1,2,0,3,34,4,9,2,0,2,3,0,0,0,0,0,0,2014,5,35,4,Sunday,1,0,0,0,5
1966,Master,Single,42949.2,2,1,101,2,1,0,3,32,3,5,0,0,3,8,0,0,0,0,0,0,2013,6,47,5,Wednesday,1,0,0,0,3
1969,Master,Divorced,76609.2,0,1,71,1,9,3,9,640,18,100,20,7,131,6,0,0,0,0,0,0,2013,4,44,21,Sunday,1,0,0,0,3
1953,PhD,Together,83766.0,0,1,57,2,6,8,11,755,74,174,13,10,20,2,0,0,0,0,0,0,2014,1,61,21,Tuesday,1,0,0,0,4
1982,PhD,Together,53943.6,0,0,38,1,7,3,13,733,20,133,11,8,124,6,1,0,0,0,0,0,2012,12,30,21,Friday,1,0,0,0,4
1969,Graduation,Single,68528.4,0,1,51,7,4,4,8,164,3,120,0,0,137,8,0,1,0,0,1,0,2012,8,43,24,Friday,1,0,0,0,5
1967,PhD,Together,78976.8,0,1,97,3,8,2,10,566,17,113,10,14,35,5,0,0,0,0,0,0,2014,2,47,3,Monday,1,0,0,0,4
1991,Graduation,Single,31314.0,1,0,84,1,1,0,3,16,10,9,3,1,11,7,0,0,0,0,0,0,2013,6,22,30,Sunday,1,0,0,0,5
1975,Graduation,Divorced,47995.2,1,1,92,1,1,0,2,16,3,3,0,0,1,6,0,0,0,0,0,0,2014,5,39,22,Thursday,1,0,0,0,5
1979,Graduation,Married,80427.59999999999,0,0,100,1,3,7,13,449,47,382,11,8,17,2,0,0,0,0,0,1,2014,4,35,3,Thursday,1,0,0,0,5
1973,PhD,Single,49972.8,1,1,74,2,1,0,3,25,6,4,2,0,2,3,0,0,0,0,0,0,2014,9,41,5,Friday,1,0,0,0,4
1979,Graduation,Single,72238.8,1,2,56,1,0,0,3,13,4,7,2,0,0,4,0,0,0,0,0,0,2013,12,34,9,Monday,1,0,0,0,5
1948,Master,Together,79200.0,0,0,43,1,1,3,5,249,54,270,101,0,45,1,0,0,0,0,0,0,2014,4,66,20,Sunday,1,0,0,0,3
1969,Master,Divorced,76609.2,0,1,71,1,9,3,9,640,18,100,20,7,131,6,0,0,0,0,0,0,2013,4,44,21,Sunday,1,0,0,0,3
1981,Graduation,Married,50220.0,1,1,58,3,3,0,3,58,8,19,2,13,4,8,0,0,0,0,0,0,2012,12,31,24,Monday,1,0,0,0,5
1989,Secondary,Single,27997.2,1,0,104,6,5,1,5,109,23,101,24,15,5,9,0,0,0,0,0,0,2012,5,23,10,Thursday,1,0,0,0,2
1956,Graduation,Together,71910.0,0,1,90,3,9,2,9,478,24,176,19,21,56,6,0,0,0,0,0,0,2012,11,56,30,Friday,1,0,0,0,5
1971,PhD,Single,69170.4,0,1,31,3,7,6,6,585,9,58,8,0,27,4,1,0,0,0,0,0,2014,9,43,1,Monday,1,0,0,0,4
1965,Graduation,Widow,102744.0,0,0,75,1,3,6,4,421,49,925,60,107,46,1,0,0,0,0,0,0,2014,7,49,1,Tuesday,1,0,0,0,5
1968,Master,Single,71082.0,1,0,11,3,11,2,12,453,43,469,80,0,91,7,0,0,0,0,0,0,2013,12,45,1,Sunday,1,0,0,0,3
1948,PhD,Together,87670.8,0,1,43,1,9,3,13,415,115,420,0,82,71,4,0,0,0,0,0,0,2013,8,65,31,Saturday,1,0,0,0,4
1973,Graduation,Together,36313.2,1,2,82,1,0,0,3,13,3,5,0,3,6,8,0,0,0,0,0,0,2012,9,39,25,Tuesday,1,0,0,0,5
1979,PhD,Married,86590.8,0,0,69,1,4,6,10,327,56,899,34,40,53,2,0,0,0,0,0,0,2012,10,33,29,Monday,1,0,0,0,4
1977,Graduation,Single,24216.0,0,0,34,1,2,1,4,23,45,24,15,20,18,7,0,0,0,0,0,0,2013,2,36,20,Wednesday,1,0,0,0,5
1983,Graduation,Together,73699.2,0,0,32,1,10,3,10,853,157,323,201,61,78,6,1,0,0,0,0,0,2013,8,30,2,Friday,1,0,0,0,5
1956,PhD,Single,59600.4,0,0,42,2,5,10,5,1186,29,120,17,13,39,8,1,0,0,0,0,0,2012,8,56,20,Monday,1,0,0,0,4
1958,PhD,Divorced,65084.4,0,1,55,4,5,2,5,272,6,30,4,0,57,6,0,0,0,0,0,0,2013,4,55,27,Saturday,1,0,0,0,4
1956,Graduation,Together,46735.2,0,1,91,2,3,1,6,121,9,82,6,6,41,5,0,0,0,0,0,0,2013,10,57,24,Thursday,1,0,0,0,5
1975,PhD,Together,78768.0,0,1,81,1,5,1,8,209,10,149,20,15,66,2,0,0,0,0,0,0,2014,1,39,3,Friday,1,0,0,0,4
1960,PhD,Married,63424.8,1,1,50,2,2,1,4,110,3,10,0,1,0,5,0,0,0,0,0,0,2014,3,54,24,Monday,1,0,0,0,4
1966,Secondary,Divorced,72193.2,0,1,24,3,11,4,8,589,47,212,46,8,177,8,0,0,0,0,0,0,2012,10,46,23,Tuesday,1,0,0,0,2
1948,Master,Single,110054.4,0,0,54,0,9,7,11,1281,27,746,94,29,48,3,0,0,1,0,0,0,2013,10,65,17,Thursday,1,0,0,0,3
1979,Graduation,Together,50413.2,1,0,53,4,3,1,4,136,3,16,2,1,39,8,0,0,0,0,0,0,2013,3,34,26,Tuesday,1,0,0,0,5
1977,Graduation,Married,64030.8,1,1,11,4,5,1,4,178,7,30,3,6,41,7,0,0,0,0,0,0,2013,5,36,27,Monday,1,0,0,0,5
1975,Master,Together,51621.6,0,1,53,1,2,2,2,40,7,17,7,6,64,5,0,0,0,0,0,0,2013,1,38,11,Friday,1,0,0,0,3
1982,Secondary,Together,90928.8,1,0,34,1,7,5,8,345,24,134,258,14,56,4,0,0,0,0,0,0,2014,2,32,5,Wednesday,1,0,0,0,2
1950,Master,Widow,61834.8,0,1,21,2,9,1,5,405,7,35,6,0,22,8,0,0,0,0,0,0,2013,7,63,9,Tuesday,1,0,0,0,3
1951,Master,Divorced,45664.8,1,1,31,2,2,0,3,28,5,17,2,1,0,7,0,0,0,0,0,0,2014,1,63,5,Sunday,1,0,0,0,3
1981,Graduation,Together,53956.8,1,1,42,1,1,0,3,24,4,17,2,0,2,8,0,0,0,0,0,0,2012,12,31,16,Sunday,1,0,0,0,5
1987,PhD,Together,41184.0,1,0,73,1,1,0,2,9,4,9,3,0,0,8,0,0,0,0,0,0,2014,2,27,16,Sunday,1,0,0,0,4
1977,Secondary,Married,28461.6,1,0,83,3,3,1,2,11,6,14,15,7,36,7,0,0,0,0,0,0,2013,2,36,9,Saturday,1,0,0,0,2
1982,Secondary,Single,29203.2,1,0,89,1,1,0,2,6,9,2,8,2,12,7,0,0,0,0,0,0,2012,8,30,27,Monday,1,0,0,0,2
1955,Secondary,Married,76276.8,0,0,7,1,10,10,7,774,83,252,15,34,65,6,1,0,0,0,0,0,2014,1,59,29,Wednesday,1,0,0,0,2
1966,Master,Single,39801.6,0,1,7,3,2,1,4,85,4,37,0,1,3,7,0,0,0,0,0,0,2012,10,46,13,Saturday,1,0,0,0,3
1969,Master,Divorced,76609.2,0,1,71,1,9,3,9,640,18,100,20,7,131,6,0,0,0,0,0,0,2013,4,44,21,Sunday,1,0,0,0,3
1972,PhD,Together,59122.8,1,0,99,3,7,3,12,644,11,166,11,8,58,7,0,0,0,0,0,0,2012,8,40,15,Wednesday,1,0,0,0,4
1972,PhD,Married,72589.2,0,1,88,4,6,11,7,642,50,237,12,19,76,5,0,0,0,0,0,0,2013,6,41,9,Sunday,1,0,0,0,4
1977,Master,Together,55327.2,1,1,91,1,1,1,2,35,3,8,2,0,14,6,0,0,0,0,0,0,2014,11,37,5,Wednesday,1,0,0,0,3
1983,Master,Single,90932.4,0,0,19,1,3,6,11,717,29,538,69,13,80,1,0,1,1,0,0,0,2013,4,30,7,Sunday,1,0,0,0,3
1983,PhD,Married,192963.6,0,0,28,15,0,28,1,60,19,1622,17,3,4,0,0,0,0,0,0,0,2012,4,29,8,Sunday,1,1,0,0,4
1975,Graduation,Married,51068.4,0,1,105,4,6,1,4,197,8,53,0,5,15,8,0,0,0,0,0,0,2012,8,37,29,Wednesday,1,0,0,0,5
1972,Graduation,Married,88429.2,0,1,65,2,6,2,8,712,24,250,85,43,73,2,1,0,0,0,0,0,2013,6,41,11,Tuesday,1,0,0,0,5
1978,Master,Married,33466.8,1,0,49,1,1,1,2,19,3,4,0,0,8,6,0,0,0,0,0,0,2013,5,35,7,Tuesday,1,0,0,0,3
1992,PhD,Together,82418.4,0,0,63,1,4,9,10,924,3,505,99,30,45,2,0,0,0,0,0,0,2013,6,21,10,Monday,1,0,0,0,4
1962,Graduation,Married,95292.0,0,0,26,1,3,2,5,663,83,483,123,13,13,1,0,0,0,0,0,0,2014,5,52,29,Thursday,1,0,0,0,5
1980,Graduation,Single,69044.4,1,0,90,4,4,3,8,196,59,139,51,8,100,4,0,0,0,0,0,0,2013,10,33,6,Sunday,1,0,0,0,5
1978,Graduation,Married,36441.6,0,1,104,2,2,0,3,40,3,13,2,0,2,8,0,0,0,0,0,0,2013,7,35,11,Thursday,1,0,0,0,5
1959,Graduation,Together,33704.4,1,1,84,3,2,2,2,58,11,17,13,0,21,7,0,0,0,0,0,0,2012,11,53,12,Monday,1,0,0,0,5
1974,Graduation,Married,30492.0,1,0,55,1,1,0,4,7,5,4,13,13,4,4,0,0,0,0,0,0,2013,8,39,31,Saturday,1,0,0,0,5
1956,Graduation,Married,80670.0,0,1,11,3,7,2,11,320,38,322,46,7,143,5,0,0,0,0,0,0,2013,11,57,26,Tuesday,1,0,0,0,5
1972,Master,Together,189279.6,1,0,44,0,1,0,1,44,4,9,2,0,8,1,0,0,0,0,0,0,2013,4,41,6,Saturday,1,0,0,0,3
1958,Graduation,Single,94198.8,0,0,19,1,11,3,4,917,75,170,47,36,97,4,0,0,1,0,0,0,2013,11,55,23,Saturday,1,0,0,0,5
1971,Master,Married,74246.4,0,1,88,4,4,4,9,335,8,159,36,27,16,4,0,0,0,0,0,0,2013,12,42,13,Friday,1,0,0,0,3
1961,Graduation,Together,53414.4,1,1,64,2,1,0,3,28,4,6,0,0,2,4,0,0,0,0,0,0,2013,8,52,30,Friday,1,0,0,0,5
