Year_of_Birth,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1975,3,25506.0,1,0,63,4,2,1,4,1.5163019408528369,1.3862943611198906,3.258096538021482,1.0986122886681098,1.0986122886681098,1.3862943611198906,4,0,0,0,0,0,0,2014,1,39,21,5,1,0,0,0,3
1972,2,110040.0,0,0,65,1,8,6,5,1.9969386834462954,5.170483995038151,6.8690144506657065,4.836281906951478,4.7535901911063645,2.995732273553991,3,0,0,0,0,0,0,2013,1,41,17,4,1,0,0,0,5
1971,2,35457.6,1,0,59,1,1,1,2,1.2711498482847257,1.6094379124341003,1.9459101490553132,1.3862943611198906,0.6931471805599453,2.4849066497880004,4,1,0,0,0,0,0,2013,8,42,29,4,1,0,0,0,3
1988,2,25275.6,1,0,41,2,2,0,3,1.0804178182729878,2.6390573296152584,2.4849066497880004,2.995732273553991,1.3862943611198906,2.772588722239781,6,0,0,0,0,0,0,2013,9,25,25,6,1,0,0,0,1
1974,0,37395.6,1,0,61,1,1,0,3,1.1247482629090362,1.9459101490553132,2.3978952727983707,2.4849066497880004,1.0986122886681098,2.3978952727983707,6,0,0,0,0,0,0,2014,2,40,13,4,1,0,0,0,2
1965,0,83918.4,0,1,104,2,7,6,11,1.9509661221302974,5.170483995038151,5.0369526024136295,5.017279836814924,4.663439094112067,4.060443010546419,4,0,0,0,0,0,0,2013,12,48,6,0,1,0,0,0,5
1970,1,82154.4,0,0,13,1,3,3,8,1.993387792889887,4.219507705176107,6.666956792429207,4.442651256490317,4.859812404361672,3.8918202981106265,1,0,0,0,0,0,0,2012,12,42,12,6,1,0,0,0,4
1974,1,40165.2,1,0,54,3,3,0,4,1.5875644833216505,1.791759469228055,3.332204510175204,0.0,2.302585092994046,2.5649493574615367,7,0,0,0,0,0,0,2012,12,38,10,1,1,0,0,0,5
1973,1,36560.4,1,0,15,1,1,0,2,1.0804178182729878,1.9459101490553132,2.1972245773362196,1.0986122886681098,1.791759469228055,1.791759469228055,7,0,0,0,0,0,0,2014,3,41,19,6,1,0,0,0,5
1950,1,86430.0,0,0,53,1,4,8,13,2.0643766440761278,1.3862943611198906,6.42648845745769,3.784189633918261,3.9318256327243257,0.0,2,0,1,1,1,0,0,2014,4,64,29,5,1,0,0,0,5
1966,1,82966.8,0,1,30,1,4,1,5,1.7087018253879918,2.772588722239781,4.330733340286331,3.5263605246161616,2.772588722239781,1.9459101490553132,4,0,0,0,0,0,0,2014,1,48,27,1,1,0,0,0,5
1981,2,33685.2,0,0,72,2,5,1,5,1.570002974208493,3.6109179126442243,4.875197323201151,3.7376696182833684,3.295836866004329,3.8066624897703196,8,0,0,0,0,0,0,2012,8,31,29,6,1,0,0,0,5
1989,1,101062.8,0,0,34,1,3,4,10,1.9582303325178148,4.948759890378168,5.993961427306569,3.828641396489095,4.927253685157205,3.828641396489095,1,0,0,0,0,0,0,2014,2,25,2,3,1,0,0,0,5
1968,0,31970.4,1,0,78,2,2,0,3,1.372306733580753,1.791759469228055,2.772588722239781,1.0986122886681098,1.0986122886681098,2.1972245773362196,6,0,0,0,0,0,0,2014,1,46,3,0,1,0,0,0,4
1970,1,30351.6,1,0,58,1,1,1,2,1.3973634811730353,1.3862943611198906,2.4849066497880004,0.0,1.0986122886681098,2.302585092994046,8,0,0,0,0,0,0,2013,9,43,15,3,1,0,0,0,5
1956,4,69930.0,1,1,55,6,8,2,7,1.836254638743768,2.6390573296152584,5.537334267018537,4.04305126783455,3.784189633918261,4.174387269895637,7,0,0,0,0,0,0,2013,2,57,6,6,1,0,0,0,5
1985,1,88027.2,0,0,63,1,5,11,5,2.074710802390726,2.8903717578961645,5.777652323222656,0.0,2.70805020110221,4.727387818712341,2,1,0,1,1,0,0,2014,6,29,2,1,1,0,0,0,4
1975,3,53270.4,1,1,78,5,4,1,4,1.710657776180059,2.1972245773362196,4.276666119016055,2.0794415416798357,2.5649493574615367,3.4011973816621555,7,0,0,0,0,0,0,2013,5,38,9,4,1,0,0,0,5
1978,3,98791.2,0,0,37,1,5,10,6,2.060529603785608,4.983606621708336,6.626717749249025,5.075173815233827,4.406719247264253,5.214935757608986,2,0,1,1,1,0,0,2014,10,36,3,0,1,0,0,0,2
1983,2,7872.0,0,0,9,0,1,0,1,1.6659050929776016,2.70805020110221,3.295836866004329,1.6094379124341003,1.3862943611198906,5.572154032177765,17,0,0,0,0,0,0,2013,12,30,12,4,1,0,0,1,3
1964,4,41055.6,1,1,9,3,3,1,2,1.6144954397020792,2.0794415416798357,3.367295829986474,1.9459101490553132,1.3862943611198906,3.295836866004329,9,0,0,0,0,0,0,2012,7,48,9,1,1,0,0,0,5
1976,3,27202.8,1,0,37,3,4,1,2,1.4087998161504007,2.8903717578961645,3.6109179126442243,3.6375861597263857,3.1354942159291497,3.8918202981106265,9,0,0,0,0,0,0,2013,5,37,22,6,1,0,0,0,3
1971,1,33796.8,1,0,30,3,2,0,4,1.1622831138840004,3.091042453358316,3.295836866004329,2.4849066497880004,2.1972245773362196,2.5649493574615367,7,0,0,0,0,0,0,2013,4,42,5,0,1,0,0,0,5
1987,1,33686.4,1,0,17,1,1,0,3,1.5224670302876946,1.3862943611198906,2.3978952727983707,1.0986122886681098,0.0,1.791759469228055,7,0,0,0,0,0,0,2013,8,26,7,6,1,0,0,0,3
1982,1,41334.0,0,0,99,6,11,2,8,1.8649047698246697,4.836281906951478,4.812184355372417,5.342334251964811,4.867534450455582,3.4339872044851463,9,0,0,0,0,0,0,2013,1,31,27,3,1,0,0,0,1
1968,1,93319.2,0,1,104,2,11,10,11,2.0691014681285558,4.143134726391533,5.583496308781699,4.7535901911063645,4.0943445622221,3.332204510175204,6,1,0,0,0,0,0,2013,2,45,22,0,1,0,0,0,4
1968,0,97656.0,0,0,58,1,4,2,10,2.0302598564247076,4.276666119016055,6.536691597591305,5.41610040220442,4.23410650459726,4.6443908991413725,2,0,0,0,0,0,0,2012,12,44,22,2,1,0,0,0,3
1972,1,40864.002587880765,1,1,89,4,2,1,3,1.6759380249901916,1.6094379124341003,2.833213344056216,0.0,0.0,2.302585092994046,8,0,0,0,0,0,0,2013,3,41,3,3,1,0,0,0,5
1957,3,66298.8,0,1,88,1,2,1,4,1.7289490519659823,1.6094379124341003,2.995732273553991,1.0986122886681098,0.0,2.4849066497880004,3,0,0,0,0,0,0,2014,4,57,17,4,1,0,0,0,3
1971,3,98486.4,0,0,74,1,3,2,13,2.0537164351549677,4.07753744390572,6.530877627725885,5.1298987149230735,4.532599493153256,4.867534450455582,1,0,0,0,0,0,0,2013,2,42,7,4,1,0,0,0,4
1966,3,67255.2,0,0,16,2,10,1,8,1.997171703943881,1.3862943611198906,4.174387269895637,0.0,0.0,3.9512437185814275,8,1,0,0,0,0,0,2013,2,47,1,0,1,0,0,0,5
1991,1,89056.8,0,0,10,1,8,2,5,2.0499281657844186,4.465908118654584,6.306275286948016,4.465908118654584,4.605170185988092,3.5263605246161616,5,0,0,0,0,0,0,2012,8,21,26,3,1,0,0,0,4
1987,3,110184.0,0,0,79,0,5,5,12,1.9502841776383666,4.343805421853684,6.617402977974478,4.343805421853684,5.087596335232384,3.4339872044851463,1,0,0,0,0,0,0,2013,11,26,23,2,1,0,0,0,4
1962,3,89857.2,1,1,55,4,9,2,12,1.9791196428184719,4.330733340286331,5.602118820879701,3.6109179126442243,3.332204510175204,4.007333185232471,5,0,0,0,0,0,0,2013,8,51,3,2,1,0,0,0,3
1963,2,71096.4,0,2,94,5,5,2,9,1.9181193208376597,2.5649493574615367,4.812184355372417,2.995732273553991,2.70805020110221,4.430816798843313,6,0,0,0,0,0,0,2013,8,50,11,3,1,0,0,0,3
1952,3,83642.4,0,1,15,2,7,7,10,2.0158729116970755,2.5649493574615367,5.484796933490655,3.9318256327243257,2.995732273553991,4.060443010546419,4,0,0,0,0,0,0,2013,2,61,19,5,1,0,0,0,4
1989,2,33525.6,1,0,38,1,1,0,4,1.372306733580753,1.3862943611198906,2.1972245773362196,1.0986122886681098,0.6931471805599453,1.791759469228055,3,0,0,0,0,0,0,2014,4,25,28,1,1,0,0,0,5
1964,1,68554.78063218892,0,1,103,1,6,5,7,1.866876239930001,4.23410650459726,5.2832037287379885,3.6635616461296463,4.276666119016055,4.8283137373023015,4,0,0,0,0,0,0,2013,11,49,8,0,1,0,0,0,5
1954,3,67354.8,0,1,72,4,6,2,10,1.9149938977261756,3.9512437185814275,4.897839799950911,3.6888794541139363,4.290459441148391,3.8918202981106265,4,0,0,0,0,0,0,2013,6,59,20,4,1,0,0,0,3
1990,1,30531.6,1,0,89,1,1,0,3,1.0804178182729878,2.0794415416798357,1.3862943611198906,2.1972245773362196,2.302585092994046,2.0794415416798357,8,0,0,0,0,0,0,2012,12,22,22,2,1,0,0,0,1
1994,2,89151.59999999998,0,0,73,1,5,4,6,1.9377050613615177,5.049856007249537,5.817111159963204,4.543294782270004,4.5217885770490405,4.406719247264253,2,0,0,0,0,0,0,2014,4,20,5,2,1,0,0,0,5
1964,1,26902.8,0,0,81,1,3,2,2,1.5224670302876946,1.9459101490553132,3.871201010907891,2.995732273553991,3.091042453358316,3.7612001156935624,8,0,0,0,0,0,0,2013,4,49,18,4,1,0,0,0,5
1986,1,111039.6,0,0,91,1,6,5,11,2.0215013028841584,3.2188758248682006,4.77912349311153,4.709530201312334,4.997212273764115,3.7612001156935624,2,0,0,1,1,0,0,2013,12,27,19,4,1,0,0,0,5
1986,2,45514.8,0,0,56,2,4,2,5,1.8464903775306214,1.791759469228055,3.8501476017100584,1.3862943611198906,1.0986122886681098,2.3978952727983707,7,0,1,0,1,0,0,2013,7,27,30,5,1,0,0,0,4
1959,3,63699.6,1,1,72,6,5,1,5,1.85601087126303,2.3978952727983707,3.5263605246161616,1.3862943611198906,0.0,2.6390573296152584,7,0,1,0,0,0,0,2013,5,54,15,6,1,0,0,0,2
1973,1,68065.2,1,1,71,5,4,1,5,1.8072636887169242,2.302585092994046,3.6888794541139363,1.9459101490553132,2.6390573296152584,4.330733340286331,6,0,0,0,0,0,0,2012,10,39,31,6,1,0,0,0,5
1957,3,61131.6,0,1,56,1,1,0,3,1.5284269505599697,1.3862943611198906,2.0794415416798357,1.0986122886681098,0.0,1.9459101490553132,5,0,0,0,0,0,0,2013,6,56,21,0,1,0,0,0,3
1996,2,96740.4,0,0,49,1,4,6,8,2.001065002653271,4.007333185232471,6.448889394146858,4.290459441148391,4.02535169073515,3.4965075614664802,2,0,0,0,0,0,0,2012,12,16,10,1,1,0,0,0,2
1971,0,101802.0,0,0,7,1,4,4,6,1.836254638743768,4.68213122712422,5.940171252720432,4.718498871295094,5.247024072160486,5.389071729816501,1,0,0,0,0,0,0,2014,6,43,16,1,1,0,0,0,5
1969,3,52554.0,0,1,18,3,7,3,4,1.912253049635755,2.70805020110221,3.9889840465642745,1.6094379124341003,1.3862943611198906,4.68213122712422,7,0,1,0,0,0,0,2013,10,44,16,6,1,0,0,0,3
1979,1,20814.0,1,0,86,2,2,1,2,1.1947055233182955,2.5649493574615367,2.833213344056216,2.8903717578961645,0.0,2.5649493574615367,8,0,0,0,0,0,0,2012,3,33,11,3,1,0,0,0,5
1974,1,25074.0,1,0,31,1,2,0,3,1.4298455472897516,1.9459101490553132,2.8903717578961645,1.3862943611198906,0.0,1.6094379124341003,9,0,0,0,0,0,0,2012,6,38,10,3,1,0,0,0,5
1944,0,58737.6,0,0,60,2,7,10,5,1.9591887074930323,2.4849066497880004,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,6,1,0,0,0,0,0,2013,1,69,2,6,1,0,0,0,4
1959,4,97194.0,0,1,90,1,8,9,4,2.0494828414671686,3.4657359027997265,6.016157159698354,4.30406509320417,4.04305126783455,4.04305126783455,4,0,0,0,0,0,0,2013,11,54,5,5,1,0,0,0,4
1979,2,31784.4,1,0,30,3,2,1,3,1.1247482629090362,2.4849066497880004,2.3978952727983707,2.5649493574615367,2.70805020110221,3.1780538303479458,5,0,0,0,0,0,0,2013,5,34,20,1,1,0,0,0,1
1957,1,75003.59999999999,0,1,47,4,8,3,11,1.9715897178889294,1.3862943611198906,5.267858159063328,4.709530201312334,4.330733340286331,4.770684624465665,5,0,0,0,0,0,0,2013,2,56,18,1,1,0,0,0,5
1967,2,44484.0,1,1,37,9,5,1,8,1.866876239930001,2.3978952727983707,4.927253685157205,1.6094379124341003,2.772588722239781,3.6888794541139363,7,0,0,0,0,0,0,2013,3,46,20,6,1,0,0,0,5
1977,3,94099.2,0,1,106,2,7,7,10,1.9641780151827253,3.7376696182833684,5.634789603169249,5.241747015059643,3.6635616461296463,5.214935757608986,3,0,0,0,0,0,0,2014,6,37,27,0,1,0,0,0,5
1987,1,100214.4,0,0,38,1,4,7,10,2.075893831582556,4.174387269895637,6.728628613084702,4.394449154672439,3.044522437723423,4.624972813284271,1,1,0,1,1,1,0,2014,6,27,17,5,1,0,0,0,5
1975,1,80934.0,0,1,70,5,9,6,12,2.0330386423309563,4.430816798843313,5.384495062789089,3.4011973816621555,4.394449154672439,2.4849066497880004,6,0,0,0,0,0,0,2012,12,37,8,2,1,0,0,0,5
1971,1,60536.4,2,0,11,1,3,1,3,1.7067206012930416,2.3978952727983707,3.2188758248682006,1.0986122886681098,1.3862943611198906,3.332204510175204,6,0,0,0,0,0,0,2014,4,43,21,1,1,0,0,0,5
1959,1,78177.59999999999,0,1,16,2,6,6,7,1.9662988278566547,3.6635616461296463,6.0473721790462776,3.5263605246161616,2.5649493574615367,5.0369526024136295,4,0,0,0,0,0,0,2012,11,53,16,0,1,0,0,0,5
1987,2,31891.2,1,0,47,1,1,0,2,1.327761429538331,1.3862943611198906,2.1972245773362196,0.0,0.0,2.302585092994046,9,1,0,0,0,0,0,2012,10,25,13,2,1,0,0,0,5
1974,4,50914.8,0,1,106,2,1,1,3,1.6313704001963978,1.3862943611198906,1.9459101490553132,1.0986122886681098,0.0,1.6094379124341003,5,0,0,0,0,0,0,2014,11,40,2,3,1,0,0,0,5
1975,1,80934.0,0,1,70,5,9,6,12,2.0330386423309563,4.430816798843313,5.384495062789089,3.4011973816621555,4.394449154672439,2.4849066497880004,6,0,0,0,0,0,0,2012,12,37,8,2,1,0,0,0,5
1954,3,70077.59999999999,0,0,51,3,5,4,8,1.9051345487873121,2.1972245773362196,5.308267697401205,3.091042453358316,3.091042453358316,3.912023005428146,4,0,0,0,0,0,0,2013,5,59,14,5,1,0,0,0,5
1958,1,46373.45352928965,2,1,11,12,7,2,8,1.8662223006181342,3.828641396489095,5.262690188904886,3.912023005428146,3.6375861597263857,3.9889840465642745,9,0,0,0,0,0,0,2012,11,54,19,1,1,0,0,0,4
1954,0,75061.2,0,0,34,1,6,7,4,1.77073964639405,2.995732273553991,4.59511985013459,4.90527477843843,3.091042453358316,3.332204510175204,3,1,0,0,0,0,0,2013,11,59,18,1,1,0,0,0,5
1957,1,61158.0,0,1,94,3,10,4,5,1.9892320942500197,2.833213344056216,4.454347296253507,2.1972245773362196,1.9459101490553132,3.4011973816621555,8,1,0,0,0,0,0,2013,2,56,20,6,1,0,0,0,3
1954,3,96974.4,0,0,102,1,4,8,5,2.035079830026609,3.258096538021482,6.2166061010848646,5.351858133476067,4.969813299576001,3.5263605246161616,2,1,0,1,1,0,0,2013,9,59,17,5,1,0,0,0,5
1978,3,188575.2,0,0,20,0,0,28,0,1.0804178182729878,1.3862943611198906,7.453561871643373,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,0,0,0,0,0,0,2013,4,35,29,1,1,1,0,0,5
1956,2,44312.4,1,1,53,2,3,0,3,1.6180113091810355,1.3862943611198906,2.833213344056216,0.0,0.0,1.6094379124341003,8,0,0,0,0,0,0,2014,2,58,6,4,1,0,0,0,3
1965,1,51027.6,0,0,103,1,1,1,4,1.3852268599316875,3.6888794541139363,2.4849066497880004,1.3862943611198906,3.295836866004329,3.58351893845611,2,0,0,0,0,0,0,2014,4,49,23,6,1,0,0,0,5
1973,2,46293.6,1,1,9,3,3,0,3,1.5653166550596793,2.0794415416798357,3.1354942159291497,1.3862943611198906,1.3862943611198906,1.3862943611198906,8,0,0,0,0,0,0,2013,6,40,22,2,1,0,0,0,4
1964,2,27709.2,1,1,105,4,2,1,3,1.5504460211620947,1.3862943611198906,2.4849066497880004,0.0,0.0,1.0986122886681098,7,0,0,0,0,0,0,2014,5,50,28,6,1,0,0,0,4
1975,1,22071.6,1,0,9,2,3,0,3,1.2711498482847257,2.6390573296152584,2.6390573296152584,2.833213344056216,0.0,1.6094379124341003,8,0,0,0,0,0,0,2014,3,39,29,2,1,0,0,0,1
1960,1,44078.4,1,1,78,3,1,1,4,1.4576463830228739,2.1972245773362196,1.3862943611198906,2.3978952727983707,0.6931471805599453,2.0794415416798357,2,0,0,0,0,0,0,2013,12,53,29,3,1,0,0,0,4
1957,3,91850.4,0,0,98,1,4,8,10,2.0392198523138094,4.343805421853684,6.352629396319567,0.0,3.4011973816621555,2.70805020110221,2,0,0,0,0,0,0,2013,3,56,30,2,1,0,0,0,4
1982,3,47598.0,1,0,104,3,4,2,3,1.7733152706473527,1.6094379124341003,4.04305126783455,0.0,0.6931471805599453,3.4657359027997265,7,1,0,0,0,0,0,2013,5,31,25,2,1,0,0,0,4
1945,1,78330.0,0,0,16,1,4,3,13,1.942525987706513,2.8903717578961645,5.389071729816501,4.5217885770490405,2.70805020110221,3.091042453358316,2,0,0,0,0,0,0,2013,3,68,4,1,1,0,0,0,5
1959,2,60874.8,1,1,69,9,6,2,7,1.8719957290222062,2.833213344056216,4.969813299576001,3.828641396489095,1.6094379124341003,3.970291913552122,6,0,0,0,0,0,0,2013,2,54,5,5,1,0,0,0,4
1967,0,66823.2,0,1,34,2,6,3,5,2.0176487313006515,1.3862943611198906,5.298317366548036,3.6375861597263857,3.871201010907891,3.295836866004329,4,1,0,0,0,0,0,2013,2,46,14,4,1,0,0,0,5
1971,2,32690.4,1,0,9,2,2,0,3,1.1622831138840004,3.044522437723423,3.295836866004329,3.044522437723423,0.6931471805599453,3.6888794541139363,9,0,0,0,0,0,0,2012,11,41,11,3,1,0,0,0,5
1966,3,99603.6,0,0,25,1,7,6,8,2.0488863593143885,4.174387269895637,6.3473892096560105,3.713572066704308,3.258096538021482,4.812184355372417,3,0,0,1,0,0,0,2013,3,47,3,3,1,0,0,0,5
1968,3,33531.6,1,1,96,3,2,0,3,1.358504720646626,1.6094379124341003,2.833213344056216,1.6094379124341003,0.6931471805599453,1.3862943611198906,8,0,0,0,0,0,0,2013,4,45,15,1,1,0,0,0,5
1963,3,37796.4,0,1,29,2,3,1,4,1.7467966996992919,1.6094379124341003,3.367295829986474,2.6390573296152584,0.6931471805599453,1.6094379124341003,8,0,0,0,0,0,0,2012,6,49,12,5,1,0,0,0,4
1990,1,46032.0,1,0,33,2,2,1,4,1.5555453730992024,1.791759469228055,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,3,0,0,0,0,0,0,2013,5,23,31,0,1,0,0,0,5
1990,3,38313.6,1,0,12,2,3,0,4,1.5397794579522743,2.0794415416798357,3.2188758248682006,1.6094379124341003,1.0986122886681098,1.791759469228055,7,0,0,0,0,0,0,2014,3,24,28,0,1,0,0,0,5
1964,3,40354.8,1,1,56,5,3,1,4,1.7795609835022244,1.3862943611198906,2.833213344056216,0.0,0.0,1.6094379124341003,9,0,0,0,0,0,0,2012,8,48,8,6,1,0,0,0,4
1966,3,62060.4,0,1,62,1,3,0,4,1.7306622908306295,1.6094379124341003,2.8903717578961645,0.0,0.6931471805599453,1.791759469228055,7,0,1,0,0,0,0,2013,8,47,20,5,1,0,0,0,4
1962,2,55828.8,0,1,77,2,1,1,5,1.5284269505599697,3.1354942159291497,3.58351893845611,3.295836866004329,2.70805020110221,3.970291913552122,3,0,0,0,0,0,0,2013,5,51,4,2,1,0,0,0,5
1988,1,61875.6,0,0,67,1,4,4,10,2.087715588419956,1.3862943611198906,3.8918202981106265,0.0,0.0,3.6109179126442243,8,0,1,1,0,0,0,2012,1,24,10,5,1,0,0,0,4
1985,1,84771.59999999999,0,0,73,1,5,8,4,2.093083005263759,4.709530201312334,5.720311776607412,3.1780538303479458,4.969813299576001,3.5263605246161616,6,0,0,0,0,0,0,2012,10,27,15,1,1,0,0,0,4
1958,3,31309.2,1,1,91,3,2,1,3,1.3973634811730353,2.6390573296152584,2.995732273553991,2.1972245773362196,2.8903717578961645,3.044522437723423,5,0,0,0,0,0,0,2014,2,56,25,5,1,0,0,0,5
1980,1,21225.6,1,0,89,1,1,0,2,1.1247482629090362,1.791759469228055,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681098,8,0,0,0,0,0,1,2013,1,33,13,3,1,0,0,0,5
1970,1,84109.2,1,0,18,2,5,2,10,2.063984706849583,3.6375861597263857,4.927253685157205,2.772588722239781,0.0,2.4849066497880004,8,0,1,0,0,0,0,2013,3,43,31,3,1,0,0,0,3
1979,1,78982.8,0,0,106,1,5,4,10,1.8885037407137346,3.7376696182833684,6.553933404025811,5.0106352940962555,5.111987788356544,4.1588830833596715,3,0,0,0,0,0,0,2012,11,33,29,4,1,0,0,0,5
1973,1,89659.2,0,1,99,2,7,3,5,1.780778386075876,3.4339872044851463,6.045005314036012,2.6390573296152584,5.278114659230517,4.276666119016055,4,0,0,0,0,0,0,2013,12,40,9,1,1,0,0,0,5
1979,3,49384.8,0,1,105,1,1,0,4,1.5916858743493758,1.791759469228055,2.4849066497880004,1.0986122886681098,1.3862943611198906,2.0794415416798357,5,0,0,0,0,0,0,2013,9,34,4,6,1,0,0,0,5
1964,4,62733.6,0,1,31,6,10,5,10,2.0625358263270925,1.3862943611198906,4.276666119016055,0.0,0.0,5.1647859739235145,8,0,0,0,0,0,0,2013,1,49,25,0,1,0,0,0,4
1977,0,55572.0,1,0,106,2,6,1,5,1.8329451460953283,1.791759469228055,4.48863636973214,2.772588722239781,1.791759469228055,2.70805020110221,8,0,0,0,0,0,0,2012,3,35,12,1,1,0,0,0,5
1972,2,51320.4,2,0,60,1,3,1,2,1.448822238365871,2.302585092994046,3.784189633918261,2.995732273553991,1.791759469228055,3.6635616461296463,8,0,0,0,0,0,0,2013,11,41,5,5,1,0,0,0,4
1987,2,97092.0,0,0,78,1,3,3,8,1.8102520538839093,4.430816798843313,5.91350300563827,4.219507705176107,3.6888794541139363,3.7376696182833684,1,0,0,0,0,0,0,2012,10,25,31,6,1,0,0,0,2
1970,3,82434.0,0,0,10,1,4,4,7,1.965696607064784,4.442651256490317,5.877735781779639,4.672828834461906,3.9318256327243257,3.713572066704308,2,0,0,0,0,0,0,2014,6,44,25,6,1,0,0,0,5
1962,1,74152.8,0,1,81,2,4,4,10,1.886830523322648,3.9318256327243257,5.241747015059643,4.007333185232471,3.871201010907891,2.4849066497880004,2,0,0,0,0,0,0,2013,9,51,14,2,1,0,0,0,3
1973,3,100131.6,0,0,96,1,6,10,5,1.9825852738913474,3.828641396489095,6.610696044717759,4.02535169073515,4.04305126783455,4.442651256490317,2,0,0,0,0,0,0,2013,12,40,31,5,1,0,0,0,4
1959,3,31788.0,0,0,99,2,3,1,5,1.5957092304038698,3.9318256327243257,3.970291913552122,3.091042453358316,3.044522437723423,3.258096538021482,6,0,0,0,0,0,0,2012,9,53,22,2,1,0,0,0,2
1966,1,75294.0,0,1,96,3,7,8,11,1.9936278224918556,3.2188758248682006,6.142037405587356,3.367295829986474,2.3978952727983707,3.4965075614664802,5,0,0,0,0,0,0,2013,3,47,23,2,1,0,0,0,4
1979,1,79647.59999999999,1,1,64,7,4,2,10,1.9185596528196553,2.5649493574615367,4.8283137373023015,2.5649493574615367,3.2188758248682006,4.700480365792417,3,0,0,0,0,0,0,2013,12,34,6,0,1,0,0,0,5
1987,2,32179.2,0,0,57,1,0,0,3,1.223156202527103,1.6094379124341003,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.3862943611198906,4,0,0,0,0,0,0,2012,8,25,17,0,1,0,0,0,5
1971,2,29047.2,1,0,73,1,1,0,3,1.2711498482847257,1.791759469228055,2.1972245773362196,1.3862943611198906,1.0986122886681098,1.3862943611198906,6,0,0,0,0,0,0,2013,8,42,3,2,1,0,0,0,5
1977,1,55258.8,1,1,18,10,5,2,9,1.9245701304885587,2.5649493574615367,4.727387818712341,2.995732273553991,2.70805020110221,2.995732273553991,7,0,0,0,0,0,0,2013,7,36,21,3,1,0,0,0,5
1966,2,28173.6,0,0,58,1,3,0,3,1.5099182003836584,2.302585092994046,3.332204510175204,2.5649493574615367,2.8903717578961645,3.6888794541139363,8,0,0,0,0,0,0,2013,3,47,19,5,1,0,0,0,5
1962,3,76010.4,0,1,55,3,8,3,5,2.057798010092971,3.2188758248682006,4.77912349311153,2.6390573296152584,2.3978952727983707,3.091042453358316,6,0,1,0,0,0,0,2012,10,50,16,5,1,0,0,0,4
1959,2,113366.4,0,1,82,1,5,5,5,2.0707154253715525,3.6109179126442243,6.035481432524756,4.6913478822291435,4.61512051684126,2.833213344056216,5,0,1,1,0,0,0,2014,3,55,4,5,1,0,0,0,5
1953,2,90152.4,0,0,99,1,2,11,5,1.8472468792313919,3.6635616461296463,5.723585101952381,3.8501476017100584,2.8903717578961645,5.429345628954441,1,0,0,0,0,0,0,2014,5,61,22,4,1,0,0,0,5
1966,3,43580.4,0,1,60,2,3,0,4,1.710657776180059,1.9459101490553132,3.258096538021482,1.3862943611198906,1.0986122886681098,2.6390573296152584,7,0,0,0,0,0,0,2013,5,47,22,6,1,0,0,0,5
1962,1,20232.0,1,1,26,3,1,1,3,1.327761429538331,2.0794415416798357,1.6094379124341003,1.3862943611198906,1.3862943611198906,2.70805020110221,7,0,0,0,0,0,0,2012,12,50,9,3,1,0,0,0,5
1979,2,46268.4,1,0,24,2,3,1,3,1.6876424851132221,1.9459101490553132,3.4657359027997265,1.6094379124341003,1.6094379124341003,3.332204510175204,7,0,0,0,0,0,0,2012,12,33,19,6,1,0,0,0,5
1986,1,37389.6,1,0,69,2,2,0,3,1.4892992254175486,2.302585092994046,2.833213344056216,3.044522437723423,0.0,1.791759469228055,8,0,0,0,0,0,0,2013,1,27,27,3,1,0,0,0,5
1980,2,57229.2,0,1,50,1,1,0,2,1.3852268599316875,1.3862943611198906,1.3862943611198906,0.0,0.0,1.6094379124341003,6,0,0,0,0,0,0,2013,5,33,7,5,1,0,0,0,5
1969,3,42386.4,1,2,41,3,2,0,4,1.5099182003836584,2.5649493574615367,3.6375861597263857,2.5649493574615367,2.0794415416798357,2.6390573296152584,8,0,0,0,0,0,0,2012,8,43,22,6,1,0,0,0,5
1980,3,28468.8,1,0,72,2,2,0,3,1.223156202527103,3.295836866004329,2.772588722239781,0.0,2.9444389791664403,2.70805020110221,8,0,0,0,0,0,0,2013,8,33,1,4,1,0,0,0,1
1981,1,41961.6,1,0,18,7,3,2,5,1.8082668738615209,2.302585092994046,3.828641396489095,2.1972245773362196,1.0986122886681098,1.0986122886681098,7,0,0,0,0,0,0,2013,10,32,4,0,1,0,0,0,5
1976,3,56126.4,0,1,95,6,11,8,5,1.9278815679894448,4.68213122712422,5.247024072160486,5.288267030694535,5.0238805208462765,4.060443010546419,8,1,0,0,0,0,0,2012,7,36,11,6,1,0,0,0,2
